alumno,PERIODO,COD CURSO,NOMBRE CURSO,SECCION,SESION-GRUPO,TIPO NOTA,NUM NOTA,PUNTAJE,PROMEDIO FINAL
107,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Proyecto,1.00,20,17
110,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,2.00,18,18
110,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,1.00,16,18
110,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,2.00,17,18
110,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,3.00,20,18
110,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Proyecto,1.00,20,18
112,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,2.00,16,16
112,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,1.00,15,16
112,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,2.00,18,16
112,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,3.00,16,16
112,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Proyecto,1.00,16,16
80,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,2.00,20,20
80,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,1.00,20,20
80,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,2.00,19,20
80,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,3.00,20,20
80,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Proyecto,1.00,20,20
116,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,2.00,16,16
116,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,1.00,16,16
116,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,2.00,18,16
116,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,3.00,16,16
116,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Proyecto,1.00,16,16
260,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,2.00,19,19
260,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,1.00,15,19
260,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,2.00,20,19
260,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,3.00,20,19
260,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Proyecto,1.00,20,19
123,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,2.00,17,17
123,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,1.00,13,17
123,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,2.00,19,17
123,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,3.00,19,17
123,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Proyecto,1.00,19,17
124,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,2.00,19,19
124,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,1.00,15,19
124,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,2.00,20,19
124,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,3.00,20,19
124,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Proyecto,1.00,20,19
83,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,2.00,17,17
83,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,1.00,17,17
83,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,2.00,18,17
83,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,3.00,16,17
83,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Proyecto,1.00,16,17
125,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,2.00,19,19
125,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,1.00,16,19
125,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,2.00,20,19
125,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,3.00,20,19
125,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Proyecto,1.00,20,19
127,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,2.00,17,17
127,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,1.00,15,17
127,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,2.00,20,17
127,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,3.00,16,17
127,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Proyecto,1.00,16,17
230,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,2.00,3,3
230,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,1.00,0,3
230,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,2.00,17,3
230,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,3.00,0,3
230,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Proyecto,1.00,0,3
128,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,2.00,18,18
128,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,1.00,15,18
128,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,2.00,19,18
128,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,3.00,19,18
128,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Proyecto,1.00,19,18
131,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,2.00,20,20
131,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,1.00,19,20
131,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,2.00,19,20
131,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,3.00,20,20
131,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Proyecto,1.00,20,20
136,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,2.00,19,19
136,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,1.00,19,19
136,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,2.00,18,19
136,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,3.00,20,19
136,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Proyecto,1.00,20,19
13,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,2.00,13,13
13,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,1.00,0,13
13,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,2.00,16,13
13,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,3.00,19,13
13,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Proyecto,1.00,19,13
144,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,2.00,19,19
144,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,1.00,16,19
144,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,2.00,19,19
144,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,3.00,20,19
144,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Proyecto,1.00,20,19
150,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,2.00,18,18
150,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,1.00,14,18
150,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,2.00,20,18
150,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,3.00,20,18
150,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Proyecto,1.00,20,18
39,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,2.00,19,19
39,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,1.00,17,19
39,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,2.00,20,19
39,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,3.00,20,19
39,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Proyecto,1.00,20,19
156,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,2.00,16,16
156,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,1.00,10,16
156,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,2.00,19,16
156,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,3.00,19,16
156,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Proyecto,1.00,19,16
158,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,2.00,20,20
158,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,1.00,19,20
158,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,2.00,19,20
158,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,3.00,20,20
158,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Proyecto,1.00,20,20
52,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,2.00,19,19
52,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,1.00,17,19
52,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,2.00,20,19
52,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,3.00,20,19
52,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Proyecto,1.00,20,19
162,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,2.00,16,16
162,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,1.00,15,16
162,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,2.00,18,16
162,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,3.00,16,16
162,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Proyecto,1.00,16,16
2,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,2.00,13,13
2,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,1.00,0,13
2,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,2.00,20,13
2,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,3.00,18,13
2,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Proyecto,1.00,18,13
163,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,2.00,14,14
163,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,1.00,0,14
163,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,2.00,19,14
163,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,3.00,20,14
163,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Proyecto,1.00,20,14
265,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,2.00,18,18
265,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,1.00,15,18
265,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,2.00,20,18
265,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,3.00,18,18
265,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Proyecto,1.00,18,18
172,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,2.00,17,17
172,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,1.00,10,17
172,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,2.00,19,17
172,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,3.00,20,17
172,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Proyecto,1.00,20,17
176,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,2.00,19,19
176,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,1.00,16,19
176,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,2.00,20,19
176,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,3.00,20,19
176,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Proyecto,1.00,20,19
182,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,2.00,20,20
182,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,1.00,19,20
182,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,2.00,19,20
182,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,3.00,20,20
182,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Proyecto,1.00,20,20
38,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,2.00,19,19
38,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,1.00,19,19
38,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,2.00,20,19
38,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,3.00,18,19
38,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Proyecto,1.00,18,19
41,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,2.00,20,20
41,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,1.00,19,20
41,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,2.00,20,20
41,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,3.00,20,20
41,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Proyecto,1.00,20,20
192,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,2.00,20,20
192,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,1.00,20,20
192,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,2.00,19,20
192,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,3.00,20,20
192,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Proyecto,1.00,20,20
15,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,2.00,19,19
15,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,1.00,16,19
15,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,2.00,20,19
15,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,3.00,20,19
15,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Proyecto,1.00,20,19
196,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,2.00,18,18
196,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,1.00,15,18
196,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,2.00,19,18
196,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,3.00,20,18
196,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Proyecto,1.00,20,18
246,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,2.00,18,18
246,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,1.00,14,18
246,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,2.00,17,18
246,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,3.00,20,18
246,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Proyecto,1.00,20,18
27,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,2.00,17,17
27,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,1.00,11,17
27,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,2.00,20,17
27,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,3.00,20,17
27,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Proyecto,1.00,20,17
199,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,2.00,18,18
199,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,1.00,20,18
199,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,2.00,17,18
199,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,3.00,14,18
199,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Proyecto,1.00,20,18
28,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,2.00,19,19
28,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,1.00,15,19
28,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,2.00,20,19
28,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,3.00,20,19
28,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Proyecto,1.00,20,19
206,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,2.00,17,17
206,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,1.00,17,17
206,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,2.00,18,17
206,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,3.00,16,17
206,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Proyecto,1.00,16,17
207,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,2.00,19,19
207,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,1.00,18,19
207,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,2.00,17,19
207,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,3.00,20,19
207,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Proyecto,1.00,20,19
249,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,2.00,19,19
249,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,1.00,18,19
249,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,2.00,20,19
249,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Evaluación Continua,3.00,20,19
249,2019 - 2,GH1002,Arte y Tecnología,1,Laboratorio 1.00,Proyecto,1.00,20,19
98,2019 - 2,GH1002,Arte y Tecnología,2,Laboratorio 2.00,Evaluación Continua,2.00,19,19
98,2019 - 2,GH1002,Arte y Tecnología,2,Laboratorio 2.00,Evaluación Continua,1.00,15,19
98,2019 - 2,GH1002,Arte y Tecnología,2,Laboratorio 2.00,Evaluación Continua,2.00,20,19
98,2019 - 2,GH1002,Arte y Tecnología,2,Laboratorio 2.00,Evaluación Continua,3.00,20,19
98,2019 - 2,GH1002,Arte y Tecnología,2,Laboratorio 2.00,Proyecto,1.00,20,19
101,2019 - 2,GH1002,Arte y Tecnología,2,Laboratorio 2.00,Evaluación Continua,2.00,18,18
101,2019 - 2,GH1002,Arte y Tecnología,2,Laboratorio 2.00,Evaluación Continua,1.00,18,18
101,2019 - 2,GH1002,Arte y Tecnología,2,Laboratorio 2.00,Evaluación Continua,2.00,19,18
101,2019 - 2,GH1002,Arte y Tecnología,2,Laboratorio 2.00,Evaluación Continua,3.00,17,18
101,2019 - 2,GH1002,Arte y Tecnología,2,Laboratorio 2.00,Proyecto,1.00,17,18
103,2019 - 2,GH1002,Arte y Tecnología,2,Laboratorio 2.00,Evaluación Continua,2.00,16,16
103,2019 - 2,GH1002,Arte y Tecnología,2,Laboratorio 2.00,Evaluación Continua,1.00,14,16
103,2019 - 2,GH1002,Arte y Tecnología,2,Laboratorio 2.00,Evaluación Continua,2.00,18,16
103,2019 - 2,GH1002,Arte y Tecnología,2,Laboratorio 2.00,Evaluación Continua,3.00,16,16
103,2019 - 2,GH1002,Arte y Tecnología,2,Laboratorio 2.00,Proyecto,1.00,16,16
267,2019 - 2,GH1002,Arte y Tecnología,2,Laboratorio 2.00,Evaluación Continua,2.00,16,16
267,2019 - 2,GH1002,Arte y Tecnología,2,Laboratorio 2.00,Evaluación Continua,1.00,12,16
267,2019 - 2,GH1002,Arte y Tecnología,2,Laboratorio 2.00,Evaluación Continua,2.00,20,16
267,2019 - 2,GH1002,Arte y Tecnología,2,Laboratorio 2.00,Evaluación Continua,3.00,16,16
267,2019 - 2,GH1002,Arte y Tecnología,2,Laboratorio 2.00,Proyecto,1.00,16,16
108,2019 - 2,GH1002,Arte y Tecnología,2,Laboratorio 2.00,Evaluación Continua,2.00,2,2
108,2019 - 2,GH1002,Arte y Tecnología,2,Laboratorio 2.00,Evaluación Continua,1.00,0,2
108,2019 - 2,GH1002,Arte y Tecnología,2,Laboratorio 2.00,Evaluación Continua,2.00,10,2
108,2019 - 2,GH1002,Arte y Tecnología,2,Laboratorio 2.00,Evaluación Continua,3.00,0,2
108,2019 - 2,GH1002,Arte y Tecnología,2,Laboratorio 2.00,Proyecto,1.00,0,2
109,2019 - 2,GH1002,Arte y Tecnología,2,Laboratorio 2.00,Evaluación Continua,2.00,15,15
109,2019 - 2,GH1002,Arte y Tecnología,2,Laboratorio 2.00,Evaluación Continua,1.00,11,15
109,2019 - 2,GH1002,Arte y Tecnología,2,Laboratorio 2.00,Evaluación Continua,2.00,20,15
109,2019 - 2,GH1002,Arte y Tecnología,2,Laboratorio 2.00,Evaluación Continua,3.00,16,15
109,2019 - 2,GH1002,Arte y Tecnología,2,Laboratorio 2.00,Proyecto,1.00,16,15
226,2019 - 2,GH1002,Arte y Tecnología,2,Laboratorio 2.00,Evaluación Continua,2.00,17,17
226,2019 - 2,GH1002,Arte y Tecnología,2,Laboratorio 2.00,Evaluación Continua,1.00,16,17
226,2019 - 2,GH1002,Arte y Tecnología,2,Laboratorio 2.00,Evaluación Continua,2.00,18,17
226,2019 - 2,GH1002,Arte y Tecnología,2,Laboratorio 2.00,Evaluación Continua,3.00,17,17
