alumno,PERIODO,COD CURSO,NOMBRE CURSO,SECCION,SESION-GRUPO,TIPO NOTA,NUM NOTA,PUNTAJE,PROMEDIO FINAL
3,2019 - 2,IN0054,Estadística y Probabilidades,1,Teoria 1.00,Proyecto a semana 8,1.00,RET,RET
125,2019 - 2,IN0054,Estadística y Probabilidades,1,Teoria 1.00,Nota final,1.00,5,5
125,2019 - 2,IN0054,Estadística y Probabilidades,1,Teoria 1.00,Promedio de laboratorios,1.00,5,5
125,2019 - 2,IN0054,Estadística y Probabilidades,1,Teoria 1.00,Promedio de laboratorios a semana 8,1.00,4,5
125,2019 - 2,IN0054,Estadística y Probabilidades,1,Teoria 1.00,Promedio de quices individuales,1.00,4,5
125,2019 - 2,IN0054,Estadística y Probabilidades,1,Teoria 1.00,Promedio de quices individuales a semana 8,1.00,5,5
125,2019 - 2,IN0054,Estadística y Probabilidades,1,Teoria 1.00,Proyecto,1.00,5,5
125,2019 - 2,IN0054,Estadística y Probabilidades,1,Teoria 1.00,Proyecto a semana 8,1.00,11,5
5,2019 - 2,IN0054,Estadística y Probabilidades,1,Teoria 1.00,Nota final,1.00,11,11
5,2019 - 2,IN0054,Estadística y Probabilidades,1,Teoria 1.00,Promedio de laboratorios,1.00,11,11
5,2019 - 2,IN0054,Estadística y Probabilidades,1,Teoria 1.00,Promedio de laboratorios a semana 8,1.00,5,11
5,2019 - 2,IN0054,Estadística y Probabilidades,1,Teoria 1.00,Promedio de quices individuales,1.00,12,11
5,2019 - 2,IN0054,Estadística y Probabilidades,1,Teoria 1.00,Promedio de quices individuales a semana 8,1.00,13,11
5,2019 - 2,IN0054,Estadística y Probabilidades,1,Teoria 1.00,Proyecto,1.00,11,11
5,2019 - 2,IN0054,Estadística y Probabilidades,1,Teoria 1.00,Proyecto a semana 8,1.00,8,11
48,2019 - 2,IN0054,Estadística y Probabilidades,1,Teoria 1.00,Nota final,1.00,0,0
48,2019 - 2,IN0054,Estadística y Probabilidades,1,Teoria 1.00,Promedio de laboratorios,1.00,0,0
48,2019 - 2,IN0054,Estadística y Probabilidades,1,Teoria 1.00,Promedio de laboratorios a semana 8,1.00,0,0
48,2019 - 2,IN0054,Estadística y Probabilidades,1,Teoria 1.00,Promedio de quices individuales,1.00,0,0
48,2019 - 2,IN0054,Estadística y Probabilidades,1,Teoria 1.00,Promedio de quices individuales a semana 8,1.00,0,0
48,2019 - 2,IN0054,Estadística y Probabilidades,1,Teoria 1.00,Proyecto,1.00,0,0
48,2019 - 2,IN0054,Estadística y Probabilidades,1,Teoria 1.00,Proyecto a semana 8,1.00,0,0
150,2019 - 2,IN0054,Estadística y Probabilidades,1,Teoria 1.00,Nota final,1.00,8,8
150,2019 - 2,IN0054,Estadística y Probabilidades,1,Teoria 1.00,Promedio de laboratorios,1.00,7,8
150,2019 - 2,IN0054,Estadística y Probabilidades,1,Teoria 1.00,Promedio de laboratorios a semana 8,1.00,4,8
150,2019 - 2,IN0054,Estadística y Probabilidades,1,Teoria 1.00,Promedio de quices individuales,1.00,10,8
150,2019 - 2,IN0054,Estadística y Probabilidades,1,Teoria 1.00,Promedio de quices individuales a semana 8,1.00,12,8
150,2019 - 2,IN0054,Estadística y Probabilidades,1,Teoria 1.00,Proyecto,1.00,6,8
150,2019 - 2,IN0054,Estadística y Probabilidades,1,Teoria 1.00,Proyecto a semana 8,1.00,4,8
83,2019 - 2,IN0054,Estadística y Probabilidades,1,Teoria 1.00,Nota final,1.00,1,1
83,2019 - 2,IN0054,Estadística y Probabilidades,1,Teoria 1.00,Promedio de laboratorios,1.00,1,1
83,2019 - 2,IN0054,Estadística y Probabilidades,1,Teoria 1.00,Promedio de laboratorios a semana 8,1.00,3,1
83,2019 - 2,IN0054,Estadística y Probabilidades,1,Teoria 1.00,Promedio de quices individuales,1.00,3,1
83,2019 - 2,IN0054,Estadística y Probabilidades,1,Teoria 1.00,Promedio de quices individuales a semana 8,1.00,4,1
83,2019 - 2,IN0054,Estadística y Probabilidades,1,Teoria 1.00,Proyecto,1.00,0,1
83,2019 - 2,IN0054,Estadística y Probabilidades,1,Teoria 1.00,Proyecto a semana 8,1.00,0,1
35,2019 - 2,IN0054,Estadística y Probabilidades,1,Teoria 1.00,Nota final,1.00,8,8
35,2019 - 2,IN0054,Estadística y Probabilidades,1,Teoria 1.00,Promedio de laboratorios,1.00,8,8
35,2019 - 2,IN0054,Estadística y Probabilidades,1,Teoria 1.00,Promedio de laboratorios a semana 8,1.00,7,8
35,2019 - 2,IN0054,Estadística y Probabilidades,1,Teoria 1.00,Promedio de quices individuales,1.00,13,8
35,2019 - 2,IN0054,Estadística y Probabilidades,1,Teoria 1.00,Promedio de quices individuales a semana 8,1.00,15,8
35,2019 - 2,IN0054,Estadística y Probabilidades,1,Teoria 1.00,Proyecto,1.00,3,8
35,2019 - 2,IN0054,Estadística y Probabilidades,1,Teoria 1.00,Proyecto a semana 8,1.00,8,8
16,2019 - 2,IN0054,Estadística y Probabilidades,1,Teoria 1.00,Nota final,1.00,10,10
16,2019 - 2,IN0054,Estadística y Probabilidades,1,Teoria 1.00,Promedio de laboratorios,1.00,8,10
16,2019 - 2,IN0054,Estadística y Probabilidades,1,Teoria 1.00,Promedio de laboratorios a semana 8,1.00,6,10
16,2019 - 2,IN0054,Estadística y Probabilidades,1,Teoria 1.00,Promedio de quices individuales,1.00,10,10
16,2019 - 2,IN0054,Estadística y Probabilidades,1,Teoria 1.00,Promedio de quices individuales a semana 8,1.00,11,10
16,2019 - 2,IN0054,Estadística y Probabilidades,1,Teoria 1.00,Proyecto,1.00,12,10
16,2019 - 2,IN0054,Estadística y Probabilidades,1,Teoria 1.00,Proyecto a semana 8,1.00,11,10
41,2019 - 2,IN0054,Estadística y Probabilidades,1,Teoria 1.00,Nota final,1.00,15,15
41,2019 - 2,IN0054,Estadística y Probabilidades,1,Teoria 1.00,Promedio de laboratorios,1.00,12,15
41,2019 - 2,IN0054,Estadística y Probabilidades,1,Teoria 1.00,Promedio de laboratorios a semana 8,1.00,7,15
41,2019 - 2,IN0054,Estadística y Probabilidades,1,Teoria 1.00,Promedio de quices individuales,1.00,15,15
41,2019 - 2,IN0054,Estadística y Probabilidades,1,Teoria 1.00,Promedio de quices individuales a semana 8,1.00,15,15
41,2019 - 2,IN0054,Estadística y Probabilidades,1,Teoria 1.00,Proyecto,1.00,17,15
41,2019 - 2,IN0054,Estadística y Probabilidades,1,Teoria 1.00,Proyecto a semana 8,1.00,16,15
116,2019 - 2,IN0054,Estadística y Probabilidades,1,Teoria 1.00,Nota final,1.00,3,3
116,2019 - 2,IN0054,Estadística y Probabilidades,1,Teoria 1.00,Promedio de laboratorios,1.00,3,3
116,2019 - 2,IN0054,Estadística y Probabilidades,1,Teoria 1.00,Promedio de laboratorios a semana 8,1.00,4,3
116,2019 - 2,IN0054,Estadística y Probabilidades,1,Teoria 1.00,Promedio de quices individuales,1.00,7,3
116,2019 - 2,IN0054,Estadística y Probabilidades,1,Teoria 1.00,Promedio de quices individuales a semana 8,1.00,8,3
116,2019 - 2,IN0054,Estadística y Probabilidades,1,Teoria 1.00,Proyecto,1.00,0,3
116,2019 - 2,IN0054,Estadística y Probabilidades,1,Teoria 1.00,Proyecto a semana 8,1.00,0,3
21,2019 - 2,IN0054,Estadística y Probabilidades,1,Teoria 1.00,Nota final,1.00,16,16
21,2019 - 2,IN0054,Estadística y Probabilidades,1,Teoria 1.00,Promedio de laboratorios,1.00,16,16
21,2019 - 2,IN0054,Estadística y Probabilidades,1,Teoria 1.00,Promedio de laboratorios a semana 8,1.00,8,16
21,2019 - 2,IN0054,Estadística y Probabilidades,1,Teoria 1.00,Promedio de quices individuales,1.00,15,16
21,2019 - 2,IN0054,Estadística y Probabilidades,1,Teoria 1.00,Promedio de quices individuales a semana 8,1.00,14,16
21,2019 - 2,IN0054,Estadística y Probabilidades,1,Teoria 1.00,Proyecto,1.00,17,16
21,2019 - 2,IN0054,Estadística y Probabilidades,1,Teoria 1.00,Proyecto a semana 8,1.00,16,16
11,2019 - 2,IN0054,Estadística y Probabilidades,1,Teoria 1.00,Nota final,1.00,8,8
11,2019 - 2,IN0054,Estadística y Probabilidades,1,Teoria 1.00,Promedio de laboratorios,1.00,7,8
11,2019 - 2,IN0054,Estadística y Probabilidades,1,Teoria 1.00,Promedio de laboratorios a semana 8,1.00,3,8
11,2019 - 2,IN0054,Estadística y Probabilidades,1,Teoria 1.00,Promedio de quices individuales,1.00,9,8
11,2019 - 2,IN0054,Estadística y Probabilidades,1,Teoria 1.00,Promedio de quices individuales a semana 8,1.00,8,8
11,2019 - 2,IN0054,Estadística y Probabilidades,1,Teoria 1.00,Proyecto,1.00,7,8
11,2019 - 2,IN0054,Estadística y Probabilidades,1,Teoria 1.00,Proyecto a semana 8,1.00,11,8
119,2019 - 2,IN0054,Estadística y Probabilidades,1,Teoria 1.00,Nota final,1.00,17,17
119,2019 - 2,IN0054,Estadística y Probabilidades,1,Teoria 1.00,Promedio de laboratorios,1.00,18,17
119,2019 - 2,IN0054,Estadística y Probabilidades,1,Teoria 1.00,Promedio de laboratorios a semana 8,1.00,11,17
119,2019 - 2,IN0054,Estadística y Probabilidades,1,Teoria 1.00,Promedio de quices individuales,1.00,16,17
119,2019 - 2,IN0054,Estadística y Probabilidades,1,Teoria 1.00,Promedio de quices individuales a semana 8,1.00,16,17
119,2019 - 2,IN0054,Estadística y Probabilidades,1,Teoria 1.00,Proyecto,1.00,17,17
119,2019 - 2,IN0054,Estadística y Probabilidades,1,Teoria 1.00,Proyecto a semana 8,1.00,16,17
151,2019 - 2,IN0054,Estadística y Probabilidades,2,Teoria 2.00,Nota final,1.00,RET,RET
151,2019 - 2,IN0054,Estadística y Probabilidades,2,Teoria 2.00,Promedio de laboratorios,1.00,RET,RET
151,2019 - 2,IN0054,Estadística y Probabilidades,2,Teoria 2.00,Promedio de laboratorios a semana 8,1.00,RET,RET
151,2019 - 2,IN0054,Estadística y Probabilidades,2,Teoria 2.00,Promedio de quices individuales,1.00,RET,RET
151,2019 - 2,IN0054,Estadística y Probabilidades,2,Teoria 2.00,Promedio de quices individuales a semana 8,1.00,RET,RET
151,2019 - 2,IN0054,Estadística y Probabilidades,2,Teoria 2.00,Proyecto,1.00,RET,RET
151,2019 - 2,IN0054,Estadística y Probabilidades,2,Teoria 2.00,Proyecto a semana 8,1.00,RET,RET
55,2019 - 2,IN0054,Estadística y Probabilidades,2,Teoria 2.00,Nota final,1.00,15,15
55,2019 - 2,IN0054,Estadística y Probabilidades,2,Teoria 2.00,Promedio de laboratorios,1.00,14,15
55,2019 - 2,IN0054,Estadística y Probabilidades,2,Teoria 2.00,Promedio de laboratorios a semana 8,1.00,11,15
55,2019 - 2,IN0054,Estadística y Probabilidades,2,Teoria 2.00,Promedio de quices individuales,1.00,12,15
55,2019 - 2,IN0054,Estadística y Probabilidades,2,Teoria 2.00,Promedio de quices individuales a semana 8,1.00,13,15
55,2019 - 2,IN0054,Estadística y Probabilidades,2,Teoria 2.00,Proyecto,1.00,18,15
55,2019 - 2,IN0054,Estadística y Probabilidades,2,Teoria 2.00,Proyecto a semana 8,1.00,17,15
56,2019 - 2,IN0054,Estadística y Probabilidades,2,Teoria 2.00,Nota final,1.00,5,5
56,2019 - 2,IN0054,Estadística y Probabilidades,2,Teoria 2.00,Promedio de laboratorios,1.00,6,5
56,2019 - 2,IN0054,Estadística y Probabilidades,2,Teoria 2.00,Promedio de laboratorios a semana 8,1.00,10,5
56,2019 - 2,IN0054,Estadística y Probabilidades,2,Teoria 2.00,Promedio de quices individuales,1.00,7,5
56,2019 - 2,IN0054,Estadística y Probabilidades,2,Teoria 2.00,Promedio de quices individuales a semana 8,1.00,10,5
56,2019 - 2,IN0054,Estadística y Probabilidades,2,Teoria 2.00,Proyecto,1.00,3,5
56,2019 - 2,IN0054,Estadística y Probabilidades,2,Teoria 2.00,Proyecto a semana 8,1.00,7,5
143,2019 - 2,IN0054,Estadística y Probabilidades,2,Teoria 2.00,Nota final,1.00,10,10
143,2019 - 2,IN0054,Estadística y Probabilidades,2,Teoria 2.00,Promedio de laboratorios,1.00,10,10
143,2019 - 2,IN0054,Estadística y Probabilidades,2,Teoria 2.00,Promedio de laboratorios a semana 8,1.00,7,10
143,2019 - 2,IN0054,Estadística y Probabilidades,2,Teoria 2.00,Promedio de quices individuales,1.00,11,10
143,2019 - 2,IN0054,Estadística y Probabilidades,2,Teoria 2.00,Promedio de quices individuales a semana 8,1.00,11,10
143,2019 - 2,IN0054,Estadística y Probabilidades,2,Teoria 2.00,Proyecto,1.00,11,10
143,2019 - 2,IN0054,Estadística y Probabilidades,2,Teoria 2.00,Proyecto a semana 8,1.00,10,10
122,2019 - 2,IN0054,Estadística y Probabilidades,2,Teoria 2.00,Nota final,1.00,10,10
122,2019 - 2,IN0054,Estadística y Probabilidades,2,Teoria 2.00,Promedio de laboratorios,1.00,8,10
122,2019 - 2,IN0054,Estadística y Probabilidades,2,Teoria 2.00,Promedio de laboratorios a semana 8,1.00,5,10
122,2019 - 2,IN0054,Estadística y Probabilidades,2,Teoria 2.00,Promedio de quices individuales,1.00,13,10
122,2019 - 2,IN0054,Estadística y Probabilidades,2,Teoria 2.00,Promedio de quices individuales a semana 8,1.00,15,10
122,2019 - 2,IN0054,Estadística y Probabilidades,2,Teoria 2.00,Proyecto,1.00,12,10
122,2019 - 2,IN0054,Estadística y Probabilidades,2,Teoria 2.00,Proyecto a semana 8,1.00,6,10
13,2019 - 2,IN0054,Estadística y Probabilidades,2,Teoria 2.00,Nota final,1.00,13,13
13,2019 - 2,IN0054,Estadística y Probabilidades,2,Teoria 2.00,Promedio de laboratorios,1.00,12,13
13,2019 - 2,IN0054,Estadística y Probabilidades,2,Teoria 2.00,Promedio de laboratorios a semana 8,1.00,6,13
13,2019 - 2,IN0054,Estadística y Probabilidades,2,Teoria 2.00,Promedio de quices individuales,1.00,14,13
13,2019 - 2,IN0054,Estadística y Probabilidades,2,Teoria 2.00,Promedio de quices individuales a semana 8,1.00,13,13
13,2019 - 2,IN0054,Estadística y Probabilidades,2,Teoria 2.00,Proyecto,1.00,14,13
13,2019 - 2,IN0054,Estadística y Probabilidades,2,Teoria 2.00,Proyecto a semana 8,1.00,12,13
59,2019 - 2,IN0054,Estadística y Probabilidades,2,Teoria 2.00,Nota final,1.00,14,14
59,2019 - 2,IN0054,Estadística y Probabilidades,2,Teoria 2.00,Promedio de laboratorios,1.00,15,14
59,2019 - 2,IN0054,Estadística y Probabilidades,2,Teoria 2.00,Promedio de laboratorios a semana 8,1.00,9,14
59,2019 - 2,IN0054,Estadística y Probabilidades,2,Teoria 2.00,Promedio de quices individuales,1.00,12,14
59,2019 - 2,IN0054,Estadística y Probabilidades,2,Teoria 2.00,Promedio de quices individuales a semana 8,1.00,10,14
59,2019 - 2,IN0054,Estadística y Probabilidades,2,Teoria 2.00,Proyecto,1.00,14,14
59,2019 - 2,IN0054,Estadística y Probabilidades,2,Teoria 2.00,Proyecto a semana 8,1.00,12,14
133,2019 - 2,IN0054,Estadística y Probabilidades,2,Teoria 2.00,Nota final,1.00,15,15
133,2019 - 2,IN0054,Estadística y Probabilidades,2,Teoria 2.00,Promedio de laboratorios,1.00,14,15
133,2019 - 2,IN0054,Estadística y Probabilidades,2,Teoria 2.00,Promedio de laboratorios a semana 8,1.00,9,15
133,2019 - 2,IN0054,Estadística y Probabilidades,2,Teoria 2.00,Promedio de quices individuales,1.00,14,15
133,2019 - 2,IN0054,Estadística y Probabilidades,2,Teoria 2.00,Promedio de quices individuales a semana 8,1.00,17,15
133,2019 - 2,IN0054,Estadística y Probabilidades,2,Teoria 2.00,Proyecto,1.00,18,15
133,2019 - 2,IN0054,Estadística y Probabilidades,2,Teoria 2.00,Proyecto a semana 8,1.00,17,15
18,2019 - 2,IN0054,Estadística y Probabilidades,2,Teoria 2.00,Nota final,1.00,13,13
18,2019 - 2,IN0054,Estadística y Probabilidades,2,Teoria 2.00,Promedio de laboratorios,1.00,12,13
18,2019 - 2,IN0054,Estadística y Probabilidades,2,Teoria 2.00,Promedio de laboratorios a semana 8,1.00,7,13
18,2019 - 2,IN0054,Estadística y Probabilidades,2,Teoria 2.00,Promedio de quices individuales,1.00,12,13
18,2019 - 2,IN0054,Estadística y Probabilidades,2,Teoria 2.00,Promedio de quices individuales a semana 8,1.00,15,13
18,2019 - 2,IN0054,Estadística y Probabilidades,2,Teoria 2.00,Proyecto,1.00,14,13
18,2019 - 2,IN0054,Estadística y Probabilidades,2,Teoria 2.00,Proyecto a semana 8,1.00,12,13
99,2019 - 2,IN0054,Estadística y Probabilidades,2,Teoria 2.00,Nota final,1.00,10,10
99,2019 - 2,IN0054,Estadística y Probabilidades,2,Teoria 2.00,Promedio de laboratorios,1.00,10,10
